age_group,gender_id,income_bracket,household_size,commute_minutes,orders_per_week,order_windows,avg_spend_aed,tip_pct,fav_cuisines,spice_level,max_radius_km,diet_style,allergens,pack_sustain_score,traceability_interest,pay_premium_cn,liked_features,sub_bundle_yesno,jar_return_likely,mood_menu_value,chef_live_interest,group_cart_value,reorder_nudge_optin,nps,adoption_timing,max_wait_min,fav_discount,primary_concern,badge_influence
25-34,Man,20-35k,6,11,4-5,Lunch 11-14;Snack 14-17;Late night 22-02,52.13,10.8,Indian;Desserts / Bakery;Asian-street,2,7.9,Omnivore,None,4,3,Yes,Freshness alerts;AI meal-builder,Yes,3,5,1,4,No,7,Immediately,30,Off-peak % discount,App ease,2
25-34,Man,10-20k,4,67,4-5,Dinner 18-22;Lunch 11-14,91.33,14.6,Arab;Western-comfort;Indian,2,9.4,Omnivore,Eggs;None,4,3,Maybe,Reusable-pack rewards;Freshness alerts;AI meal-builder;Community impact badges;Dynamic off-peak pricing,No,5,3,3,3,No,5,Within 1 month,48,Free dessert add-on,Other,4
18-24,Woman,5-10k,5,20,2-3,Lunch 11-14,52.62,6.7,Indian;Desserts / Bakery;Western-comfort,3,4.9,Omnivore,None,3,3,Maybe,Reusable-pack rewards;AI meal-builder,Yes,5,2,3,2,Yes,10,Immediately,35,Free delivery,Price,5
25-34,Woman,10-20k,2,38,0-1,Snack 14-17,46.27,3.6,Desserts / Bakery;Western-comfort,1,11.1,Low-carb,Dairy,4,2,No,Dynamic off-peak pricing;Reusable-pack rewards,No,2,5,3,3,Yes,4,Not interested,46,Off-peak % discount,App ease,4
45-54,Man,20-35k,5,26,2-3,Snack 14-17,75.83,15.1,Arab;Healthy bowls;Western-comfort,4,7.2,Low-carb,Dairy;None,3,4,Maybe,Freshness alerts;Group cart & split pay;AI meal-builder,No,3,4,4,3,No,7,1-3 months,52,Free delivery,Delivery speed,2
18-24,Woman,35k+,1,5,6+,Lunch 11-14;Dinner 18-22,41.61,8.3,Indian;Healthy bowls;Asian-street,2,5.1,High-protein,None;Gluten,3,4,Maybe,Chef livestreams & AR plating guides;Freshness alerts;Mood-weather menu;Dynamic off-peak pricing;Reusable-pack rewards,Yes,4,3,3,4,Yes,8,Immediately,30,Loyalty points,App ease,2
25-34,Woman,20-35k,5,50,0-1,Breakfast 6-10,37.14,12.6,Arab;Asian-street,2,5.8,High-protein,Soy;Gluten,4,3,Yes,Mood-weather menu;Reusable-pack rewards;AI meal-builder;Dynamic off-peak pricing;Group cart & split pay,No,5,5,4,5,No,8,1-3 months,46,Free delivery,Other,5
35-44,Woman,20-35k,8,46,2-3,Snack 14-17;Dinner 18-22,32.74,14.6,Indian;Arab,1,5.4,Pescatarian,None,3,4,Maybe,Freshness alerts;Dynamic off-peak pricing;AI meal-builder;Chef livestreams & AR plating guides;Group cart & split pay,Yes,2,3,3,2,Yes,6,Not interested,26,Loyalty points,Quality trust,4
18-24,Man,20-35k,4,12,2-3,Snack 14-17,46.99,7.5,Indian,4,6.9,High-protein,Eggs,3,4,Yes,AI meal-builder;Community impact badges;Reusable-pack rewards,Yes,5,2,3,3,Yes,7,1-3 months,40,Free delivery,Quality trust,2
25-34,Woman,10-20k,1,30,4-5,Snack 14-17;Dinner 18-22,59.38,9.5,Desserts / Bakery;Indian;Asian-street,1,5.5,Omnivore,Eggs,4,3,Maybe,AI meal-builder;Freshness alerts;Community impact badges,Yes,3,4,2,4,Yes,7,Immediately,40,Free delivery,App ease,3
45-54,Woman,20-35k,6,58,0-1,Snack 14-17;Dinner 18-22,81.62,6.5,Healthy bowls;Asian-street;Desserts / Bakery,5,5.4,Low-carb,None;Gluten,5,2,Yes,Community impact badges;Freshness alerts;Group cart & split pay;Mood-weather menu,No,4,2,4,5,Yes,2,Immediately,25,Free delivery,App ease,3
25-34,Non-binary,10-20k,2,19,0-1,Snack 14-17;Dinner 18-22,51.65,6.0,Healthy bowls;Indian,2,6.7,Vegetarian,None;Eggs,5,4,No,Community impact badges;Mood-weather menu;AI meal-builder,Yes,3,3,3,4,No,7,Within 1 month,30,Loyalty points,Price,4
18-24,Woman,10-20k,3,52,0-1,Late night 22-02;Dinner 18-22,54.41,9.1,Indian;Healthy bowls;Arab,4,5.7,Omnivore,None;Nuts,4,4,Maybe,Group cart & split pay;Freshness alerts,No,3,3,5,5,No,6,Immediately,44,Free delivery,Other,4
35-44,Man,10-20k,7,46,2-3,Lunch 11-14,58.63,7.2,Healthy bowls;Indian;Desserts / Bakery,2,6.3,Omnivore,Eggs;None,2,4,No,AI meal-builder;Reusable-pack rewards,Yes,2,4,3,2,Yes,9,1-3 months,46,Loyalty points,Price,4
18-24,Woman,5-10k,1,16,4-5,Lunch 11-14;Dinner 18-22,68.3,0.0,Desserts / Bakery,1,14.9,High-protein,Eggs,4,3,Maybe,Mood-weather menu;Freshness alerts,Yes,4,4,4,5,No,6,Within 1 month,40,Off-peak % discount,Quality trust,3
25-34,Woman,5-10k,1,20,2-3,Lunch 11-14,30.5,1.5,Asian-street;Arab;Western-comfort,1,10.6,Vegetarian,None,5,4,Yes,Group cart & split pay;Chef livestreams & AR plating guides;AI meal-builder;Mood-weather menu,Yes,2,3,5,5,Yes,10,Immediately,39,Loyalty points,App ease,4
18-24,Man,10-20k,1,15,2-3,Breakfast 6-10,44.19,0.0,Desserts / Bakery;Asian-street,3,8.7,High-protein,None;Seafood,3,5,Maybe,Community impact badges;AI meal-builder;Group cart & split pay;Reusable-pack rewards;Mood-weather menu,No,3,4,2,4,No,6,Immediately,43,Off-peak % discount,Price,4
35-44,Man,35k+,6,45,2-3,Lunch 11-14,26.71,18.1,Western-comfort;Asian-street;Desserts / Bakery,3,11.8,Vegetarian,Gluten;None,4,5,No,Reusable-pack rewards;Community impact badges;Chef livestreams & AR plating guides;AI meal-builder,No,2,5,3,2,No,7,1-3 months,31,Off-peak % discount,App ease,5
55+,Man,5-10k,5,5,2-3,Lunch 11-14;Snack 14-17;Dinner 18-22,45.06,6.4,Arab;Asian-street;Western-comfort,3,8.3,Vegetarian,Dairy,3,5,Maybe,Mood-weather menu;Reusable-pack rewards;AI meal-builder;Freshness alerts,Yes,5,5,3,3,Yes,3,Within 1 month,28,Loyalty points,Packaging waste,2
25-34,Man,20-35k,4,11,4-5,Late night 22-02;Lunch 11-14;Dinner 18-22,60.18,12.5,Desserts / Bakery,3,7.8,Omnivore,Seafood,4,3,Yes,Reusable-pack rewards;Community impact badges;Group cart & split pay;Dynamic off-peak pricing,Yes,4,1,4,4,Yes,5,Immediately,38,Loyalty points,App ease,4
45-54,Man,20-35k,2,28,6+,Lunch 11-14;Dinner 18-22;Snack 14-17,50.56,14.6,Healthy bowls;Arab;Indian,3,10.4,Omnivore,Gluten;None,4,4,Yes,Community impact badges;AI meal-builder,Yes,3,5,3,2,Yes,7,After friends’ reviews,36,Off-peak % discount,Quality trust,4
25-34,Woman,20-35k,6,32,4-5,Lunch 11-14;Dinner 18-22;Snack 14-17,24.46,8.7,Healthy bowls;Asian-street,1,6.7,Omnivore,None,4,4,No,Community impact badges;Freshness alerts;AI meal-builder,Yes,4,5,2,3,Yes,3,1-3 months,41,Free delivery,Delivery speed,5
25-34,Man,10-20k,1,5,4-5,Dinner 18-22;Lunch 11-14,34.3,12.9,Healthy bowls;Indian;Western-comfort,4,7.6,Omnivore,Nuts;None,3,3,Yes,Chef livestreams & AR plating guides;Dynamic off-peak pricing;Community impact badges;Reusable-pack rewards;Mood-weather menu,Yes,4,5,3,4,Yes,6,Immediately,51,Loyalty points,Price,4
25-34,Prefer not to say,<5k,4,21,2-3,Breakfast 6-10;Lunch 11-14,43.73,9.7,Asian-street;Indian;Desserts / Bakery,3,5.4,Omnivore,None,3,3,No,Chef livestreams & AR plating guides;Reusable-pack rewards;Dynamic off-peak pricing;Mood-weather menu,Yes,3,2,3,3,No,2,Immediately,44,Off-peak % discount,Price,4
18-24,Man,20-35k,1,23,6+,Dinner 18-22;Snack 14-17,73.98,7.7,Western-comfort,3,8.6,Omnivore,Nuts;Eggs,3,5,Yes,AI meal-builder;Dynamic off-peak pricing;Chef livestreams & AR plating guides;Reusable-pack rewards;Community impact badges,Yes,2,5,2,5,No,3,Within 1 month,55,Free delivery,Delivery speed,3
18-24,Prefer not to say,10-20k,4,16,2-3,Lunch 11-14;Dinner 18-22,89.4,13.6,Desserts / Bakery;Asian-street;Healthy bowls,1,9.8,Omnivore,Eggs;None,4,2,Yes,Mood-weather menu;Group cart & split pay,No,4,3,2,4,No,5,Not interested,35,Off-peak % discount,Price,2
35-44,Woman,10-20k,2,52,0-1,Dinner 18-22,64.75,7.0,Indian;Healthy bowls;Asian-street,2,11.4,Low-carb,Soy,4,3,Maybe,Dynamic off-peak pricing;Freshness alerts;Chef livestreams & AR plating guides,Yes,4,3,3,3,No,7,1-3 months,30,Off-peak % discount,Quality trust,2
55+,Man,10-20k,3,61,6+,Late night 22-02;Snack 14-17;Dinner 18-22,72.36,8.4,Arab,3,7.0,Omnivore,None;Dairy,2,5,Maybe,Group cart & split pay;Freshness alerts,Yes,4,4,4,4,Yes,6,1-3 months,22,Off-peak % discount,Price,4
25-34,Woman,<5k,1,15,2-3,Dinner 18-22,68.2,9.1,Asian-street;Western-comfort;Arab,3,4.4,Low-carb,None,4,2,No,Freshness alerts;Reusable-pack rewards;Group cart & split pay;AI meal-builder;Dynamic off-peak pricing,Yes,3,2,4,3,Yes,4,1-3 months,44,Off-peak % discount,Delivery speed,4
35-44,Man,20-35k,2,31,2-3,Dinner 18-22;Lunch 11-14,108.94,14.8,Indian;Healthy bowls;Western-comfort,3,5.5,High-protein,Gluten,5,3,No,AI meal-builder;Dynamic off-peak pricing,Yes,4,3,3,3,No,10,After friends’ reviews,36,Free delivery,Quality trust,2
45-54,Man,10-20k,3,18,2-3,Dinner 18-22;Breakfast 6-10;Lunch 11-14,41.44,3.0,Indian;Asian-street;Arab,1,1.0,Vegetarian,None;Dairy,3,3,No,AI meal-builder;Mood-weather menu;Dynamic off-peak pricing,No,4,3,4,3,No,4,Within 1 month,30,Free delivery,Price,3
45-54,Man,10-20k,2,36,0-1,Dinner 18-22,66.84,14.4,Arab;Western-comfort;Healthy bowls,1,8.9,Omnivore,Dairy;Eggs,1,4,No,Freshness alerts;Mood-weather menu,Yes,3,2,2,2,Yes,6,Immediately,23,Off-peak % discount,App ease,5
55+,Man,<5k,5,29,4-5,Late night 22-02,58.51,3.8,Indian;Desserts / Bakery,1,7.8,Omnivore,Gluten,2,4,Yes,Mood-weather menu;Freshness alerts;Reusable-pack rewards,Yes,5,3,4,4,Yes,8,1-3 months,34,Off-peak % discount,Quality trust,4
35-44,Man,10-20k,3,48,0-1,Late night 22-02;Dinner 18-22;Lunch 11-14,32.59,8.8,Asian-street;Indian;Desserts / Bakery,4,5.3,Omnivore,None;Eggs,5,3,Yes,Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides;Group cart & split pay;AI meal-builder,No,4,3,5,3,Yes,9,Immediately,41,Free delivery,Quality trust,2
25-34,Man,<5k,2,15,4-5,Lunch 11-14;Late night 22-02,55.89,14.8,Healthy bowls;Arab;Indian,3,3.1,Vegan,Nuts;None,3,5,Maybe,Community impact badges;Chef livestreams & AR plating guides;Reusable-pack rewards;Dynamic off-peak pricing,No,2,3,4,2,No,7,1-3 months,48,Free dessert add-on,Price,3
18-24,Man,10-20k,4,9,4-5,Dinner 18-22,81.88,5.8,Indian,4,10.7,Vegetarian,None,4,3,Maybe,AI meal-builder;Mood-weather menu;Group cart & split pay;Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,2,2,1,2,Yes,7,Immediately,42,Loyalty points,Price,3
18-24,Woman,20-35k,2,15,2-3,Dinner 18-22;Late night 22-02,65.07,1.9,Indian;Arab;Healthy bowls,4,4.1,Omnivore,Dairy;Gluten,4,3,Yes,Chef livestreams & AR plating guides;Group cart & split pay;Mood-weather menu;Community impact badges;Freshness alerts,No,3,4,4,2,No,7,Within 1 month,18,Loyalty points,Price,3
25-34,Prefer not to say,20-35k,4,40,4-5,Dinner 18-22;Late night 22-02;Lunch 11-14,42.21,9.3,Arab;Desserts / Bakery;Healthy bowls,2,6.1,Omnivore,Seafood,3,3,Maybe,Chef livestreams & AR plating guides;AI meal-builder;Freshness alerts,No,4,3,3,4,No,9,Within 1 month,33,Off-peak % discount,App ease,5
45-54,Man,5-10k,3,39,2-3,Late night 22-02,76.2,0.0,Indian;Western-comfort;Desserts / Bakery,4,9.9,Omnivore,None;Nuts,4,5,Yes,Dynamic off-peak pricing;AI meal-builder;Community impact badges;Mood-weather menu,Yes,3,5,4,4,Yes,4,1-3 months,41,Off-peak % discount,Price,3
18-24,Man,5-10k,5,50,6+,Late night 22-02;Dinner 18-22;Breakfast 6-10,31.88,15.9,Asian-street;Arab;Indian,3,9.9,Omnivore,None,4,2,Yes,Community impact badges;Reusable-pack rewards;AI meal-builder,Yes,2,3,2,4,No,2,Immediately,44,Free delivery,Packaging waste,5
18-24,Man,20-35k,2,33,0-1,Lunch 11-14;Dinner 18-22;Snack 14-17,86.7,9.2,Arab,2,7.3,Vegetarian,None,5,4,Yes,Freshness alerts;Group cart & split pay;Community impact badges;AI meal-builder,Yes,4,4,5,3,Yes,4,Within 1 month,28,Loyalty points,Quality trust,3
35-44,Man,5-10k,4,5,2-3,Lunch 11-14,48.77,9.9,Healthy bowls,1,9.0,Omnivore,Seafood;Gluten,2,3,Yes,Reusable-pack rewards;Mood-weather menu;Dynamic off-peak pricing;Freshness alerts;AI meal-builder,No,3,5,2,4,No,3,Immediately,29,Free dessert add-on,Price,3
35-44,Woman,20-35k,4,17,6+,Lunch 11-14,68.69,4.1,Western-comfort;Desserts / Bakery,2,10.6,Omnivore,Soy,4,2,No,Reusable-pack rewards;Community impact badges;AI meal-builder;Mood-weather menu,No,3,4,2,4,Yes,4,1-3 months,48,Off-peak % discount,Price,3
45-54,Man,5-10k,1,22,4-5,Breakfast 6-10;Lunch 11-14;Late night 22-02,54.05,9.6,Indian;Asian-street,3,7.3,High-protein,None,3,4,No,Reusable-pack rewards;AI meal-builder,Yes,4,4,4,3,No,5,Within 1 month,36,Off-peak % discount,Packaging waste,3
45-54,Man,20-35k,3,35,6+,Dinner 18-22;Breakfast 6-10;Late night 22-02,56.75,7.3,Asian-street;Desserts / Bakery,3,6.2,Omnivore,None;Seafood,3,4,Maybe,Freshness alerts;AI meal-builder;Dynamic off-peak pricing;Community impact badges;Reusable-pack rewards,No,4,5,5,3,Yes,5,Within 1 month,23,Loyalty points,Price,4
18-24,Non-binary,20-35k,5,34,2-3,Late night 22-02;Dinner 18-22,34.02,5.5,Arab;Indian;Desserts / Bakery,3,8.1,Omnivore,None,2,2,Maybe,Reusable-pack rewards;Group cart & split pay,Yes,5,3,2,4,Yes,8,Within 1 month,28,Loyalty points,App ease,3
25-34,Man,10-20k,1,50,2-3,Dinner 18-22,48.31,3.3,Indian;Asian-street;Healthy bowls,3,10.7,Omnivore,None,4,4,Yes,Group cart & split pay;Mood-weather menu;Community impact badges;Dynamic off-peak pricing;Freshness alerts,No,3,3,3,1,Yes,7,Within 1 month,37,Off-peak % discount,App ease,3
35-44,Non-binary,10-20k,5,48,2-3,Dinner 18-22;Breakfast 6-10;Lunch 11-14,28.59,12.5,Western-comfort,2,3.8,Low-carb,Gluten,4,5,No,Group cart & split pay;AI meal-builder,Yes,3,4,2,3,Yes,6,1-3 months,47,Loyalty points,Quality trust,4
35-44,Woman,10-20k,3,5,6+,Dinner 18-22;Lunch 11-14,39.04,13.6,Western-comfort;Indian,3,7.3,Pescatarian,None,4,3,Yes,Dynamic off-peak pricing;AI meal-builder;Reusable-pack rewards,Yes,3,2,3,4,Yes,4,Immediately,28,Free dessert add-on,Delivery speed,3
25-34,Woman,10-20k,4,8,0-1,Dinner 18-22,70.37,11.6,Indian,3,11.4,Omnivore,Seafood;None,1,1,Maybe,Reusable-pack rewards;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Community impact badges,Yes,5,5,2,3,Yes,7,Within 1 month,41,Off-peak % discount,Quality trust,3
35-44,Man,5-10k,5,43,2-3,Dinner 18-22,45.53,14.9,Western-comfort;Asian-street;Arab,3,8.4,Omnivore,Nuts;Dairy,4,4,Yes,Dynamic off-peak pricing;Mood-weather menu;Freshness alerts,Yes,4,4,3,4,Yes,8,Immediately,43,Loyalty points,Price,3
35-44,Woman,10-20k,5,58,6+,Dinner 18-22;Lunch 11-14,54.88,10.7,Indian;Asian-street;Arab,2,8.9,Vegetarian,None,4,4,Yes,Freshness alerts;Group cart & split pay;Mood-weather menu;Dynamic off-peak pricing,No,4,3,3,5,Yes,7,Within 1 month,28,Free delivery,App ease,2
45-54,Woman,20-35k,1,36,2-3,Dinner 18-22;Lunch 11-14,30.49,13.8,Asian-street;Arab,1,10.2,Omnivore,None,4,4,No,Group cart & split pay;Dynamic off-peak pricing;Freshness alerts;Community impact badges,No,4,5,4,4,No,8,After friends’ reviews,28,Loyalty points,Packaging waste,5
25-34,Woman,5-10k,3,51,0-1,Dinner 18-22;Lunch 11-14,112.11,10.8,Western-comfort;Desserts / Bakery;Indian,4,9.3,Pescatarian,None;Soy,5,4,No,Community impact badges;Chef livestreams & AR plating guides;Freshness alerts,Yes,2,3,3,1,Yes,7,Immediately,33,Free dessert add-on,Other,3
18-24,Woman,20-35k,1,31,2-3,Lunch 11-14,68.36,9.7,Desserts / Bakery,1,11.1,High-protein,None,4,5,Maybe,Dynamic off-peak pricing;AI meal-builder;Mood-weather menu;Community impact badges,No,4,4,4,4,Yes,4,Immediately,38,Free delivery,Quality trust,3
35-44,Woman,10-20k,3,34,4-5,Dinner 18-22;Snack 14-17;Lunch 11-14,52.66,8.4,Healthy bowls,2,8.2,Omnivore,None,5,5,Yes,Community impact badges;AI meal-builder;Mood-weather menu;Group cart & split pay;Freshness alerts,Yes,2,5,3,2,Yes,6,Immediately,41,Free delivery,Packaging waste,5
18-24,Man,10-20k,7,44,6+,Late night 22-02;Lunch 11-14,70.49,12.7,Healthy bowls;Arab,5,9.0,Omnivore,None;Soy,4,3,Yes,Dynamic off-peak pricing;AI meal-builder,Yes,3,4,4,3,Yes,6,Immediately,37,Loyalty points,Delivery speed,4
55+,Woman,<5k,5,53,4-5,Snack 14-17;Lunch 11-14,39.92,12.1,Arab,2,11.3,Omnivore,Dairy,3,5,No,AI meal-builder;Mood-weather menu;Group cart & split pay,Yes,4,4,1,3,Yes,8,Within 1 month,34,Off-peak % discount,Packaging waste,5
25-34,Non-binary,20-35k,4,15,2-3,Dinner 18-22;Lunch 11-14,53.84,1.6,Asian-street,2,10.5,Omnivore,None,4,4,Maybe,Community impact badges;Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,4,4,3,4,No,0,Immediately,36,Free dessert add-on,Price,3
35-44,Woman,5-10k,4,19,2-3,Lunch 11-14,89.45,9.7,Asian-street;Healthy bowls,2,4.5,Vegetarian,None,3,3,No,Dynamic off-peak pricing;Mood-weather menu;Group cart & split pay;AI meal-builder;Reusable-pack rewards,No,3,3,4,4,No,6,Within 1 month,33,Free dessert add-on,Quality trust,2
35-44,Woman,5-10k,1,30,2-3,Dinner 18-22;Late night 22-02;Lunch 11-14,36.87,12.9,Indian,2,12.5,Low-carb,Dairy,2,3,No,AI meal-builder;Freshness alerts;Dynamic off-peak pricing;Reusable-pack rewards;Group cart & split pay,Yes,3,3,2,4,Yes,7,After friends’ reviews,24,Loyalty points,App ease,1
45-54,Man,20-35k,6,43,2-3,Lunch 11-14,37.12,3.3,Indian,2,2.7,Omnivore,Nuts,4,3,No,Freshness alerts;Chef livestreams & AR plating guides;Group cart & split pay;Community impact badges,No,4,5,2,5,Yes,4,Immediately,48,Free dessert add-on,App ease,2
25-34,Woman,35k+,2,25,6+,Dinner 18-22;Lunch 11-14;Snack 14-17,47.04,19.9,Indian,2,2.6,Omnivore,None;Gluten,5,3,Yes,Community impact badges;Freshness alerts;Mood-weather menu;Dynamic off-peak pricing,Yes,4,3,4,2,Yes,8,Immediately,44,Off-peak % discount,App ease,4
25-34,Woman,10-20k,1,25,4-5,Lunch 11-14;Dinner 18-22;Snack 14-17,29.23,9.9,Arab;Asian-street;Desserts / Bakery,3,8.7,Omnivore,Seafood;None,5,3,Maybe,Mood-weather menu;Dynamic off-peak pricing;Freshness alerts;Group cart & split pay;Community impact badges,No,4,4,3,3,Yes,7,1-3 months,43,Loyalty points,Price,2
25-34,Man,5-10k,3,42,2-3,Lunch 11-14;Dinner 18-22,33.45,3.2,Western-comfort;Desserts / Bakery;Healthy bowls,4,9.4,Omnivore,None;Seafood,3,4,Maybe,Group cart & split pay;Chef livestreams & AR plating guides;Dynamic off-peak pricing,Yes,4,4,3,3,Yes,10,After friends’ reviews,28,Off-peak % discount,App ease,5
25-34,Man,10-20k,3,13,2-3,Lunch 11-14,68.67,11.9,Arab;Healthy bowls;Indian,4,4.1,Pescatarian,None,5,3,No,Freshness alerts;Community impact badges;Reusable-pack rewards;Dynamic off-peak pricing,Yes,5,1,4,4,Yes,2,Immediately,44,Loyalty points,Delivery speed,1
18-24,Man,10-20k,3,5,2-3,Lunch 11-14,58.01,6.0,Indian;Western-comfort;Arab,4,6.5,Omnivore,None,4,4,Maybe,Community impact badges;Freshness alerts;Chef livestreams & AR plating guides,No,2,3,2,3,No,10,After friends’ reviews,36,Off-peak % discount,Delivery speed,4
25-34,Non-binary,20-35k,6,55,2-3,Dinner 18-22;Breakfast 6-10;Late night 22-02,45.8,10.9,Asian-street;Western-comfort;Healthy bowls,5,9.4,Vegetarian,Dairy,4,5,Maybe,Chef livestreams & AR plating guides;Mood-weather menu;Community impact badges;AI meal-builder;Freshness alerts,Yes,4,2,1,4,Yes,10,Immediately,40,Loyalty points,Price,5
45-54,Man,20-35k,4,41,4-5,Dinner 18-22,114.51,19.5,Indian;Healthy bowls;Asian-street,3,9.6,Omnivore,None,2,4,Maybe,Group cart & split pay;Freshness alerts;Mood-weather menu;Dynamic off-peak pricing,Yes,3,4,3,5,Yes,9,1-3 months,39,Off-peak % discount,Price,3
25-34,Man,<5k,2,24,4-5,Dinner 18-22;Lunch 11-14;Late night 22-02,42.03,4.3,Healthy bowls,2,1.0,Omnivore,Seafood,4,4,Yes,Chef livestreams & AR plating guides;Mood-weather menu;Freshness alerts;Community impact badges,No,3,4,3,4,No,10,Immediately,24,Free delivery,Price,2
25-34,Non-binary,10-20k,1,36,4-5,Lunch 11-14;Dinner 18-22;Breakfast 6-10,65.83,3.6,Indian;Healthy bowls,2,4.7,Omnivore,None;Dairy,2,4,No,Mood-weather menu;Chef livestreams & AR plating guides;Reusable-pack rewards;Community impact badges;Freshness alerts,Yes,1,3,4,4,Yes,2,Immediately,50,Loyalty points,Delivery speed,4
25-34,Man,20-35k,3,82,2-3,Lunch 11-14;Late night 22-02;Dinner 18-22,58.17,3.6,Healthy bowls,2,2.6,Omnivore,None,2,4,Maybe,AI meal-builder;Freshness alerts;Community impact badges;Reusable-pack rewards;Mood-weather menu,Yes,1,5,2,1,Yes,6,After friends’ reviews,34,Off-peak % discount,Quality trust,3
25-34,Man,20-35k,2,44,0-1,Lunch 11-14;Dinner 18-22,25.25,4.3,Asian-street,1,11.2,Omnivore,None;Dairy,4,3,No,Freshness alerts;Dynamic off-peak pricing;Chef livestreams & AR plating guides;Group cart & split pay,Yes,5,4,3,4,No,7,After friends’ reviews,49,Off-peak % discount,Packaging waste,4
18-24,Woman,<5k,6,60,4-5,Lunch 11-14,47.85,8.8,Asian-street;Arab,2,14.5,High-protein,Soy;None,3,3,Yes,Freshness alerts;Community impact badges,Yes,3,2,2,2,No,8,Within 1 month,40,Free delivery,Quality trust,2
45-54,Woman,20-35k,2,27,2-3,Snack 14-17;Lunch 11-14;Dinner 18-22,31.21,8.5,Western-comfort;Indian,2,5.0,Omnivore,None;Dairy,5,4,Yes,Dynamic off-peak pricing;AI meal-builder;Group cart & split pay;Chef livestreams & AR plating guides,Yes,4,3,3,4,Yes,8,After friends’ reviews,27,Off-peak % discount,Delivery speed,3
18-24,Woman,10-20k,4,41,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,50.16,10.6,Indian;Western-comfort,1,7.2,Omnivore,None;Gluten,4,3,Maybe,Community impact badges;Mood-weather menu;Dynamic off-peak pricing;Group cart & split pay;Freshness alerts,Yes,4,3,3,2,No,6,Immediately,32,Free dessert add-on,Delivery speed,3
55+,Woman,5-10k,4,5,2-3,Breakfast 6-10;Late night 22-02,102.31,6.6,Arab;Western-comfort,4,9.9,Omnivore,None;Nuts,4,2,No,AI meal-builder;Group cart & split pay;Community impact badges;Chef livestreams & AR plating guides;Freshness alerts,Yes,4,2,3,4,Yes,3,Not interested,35,Loyalty points,Price,4
55+,Man,10-20k,3,22,0-1,Snack 14-17;Lunch 11-14,104.77,5.5,Western-comfort,3,10.4,High-protein,None;Dairy,2,3,No,Freshness alerts;AI meal-builder;Community impact badges;Dynamic off-peak pricing;Group cart & split pay,Yes,3,5,4,2,No,3,Immediately,40,Free delivery,Quality trust,4
55+,Woman,<5k,5,5,2-3,Late night 22-02,66.98,1.8,Asian-street;Healthy bowls;Western-comfort,3,7.7,Omnivore,None,3,3,Yes,Freshness alerts;AI meal-builder;Reusable-pack rewards;Dynamic off-peak pricing;Mood-weather menu,Yes,4,4,3,2,Yes,6,Immediately,23,Off-peak % discount,Price,3
25-34,Man,10-20k,1,22,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,36.39,12.7,Healthy bowls,2,9.3,Omnivore,None,3,3,Yes,Community impact badges;Reusable-pack rewards;Dynamic off-peak pricing;Chef livestreams & AR plating guides,No,3,1,4,4,Yes,5,Within 1 month,32,Free delivery,Quality trust,3
18-24,Woman,5-10k,2,19,0-1,Dinner 18-22;Lunch 11-14;Snack 14-17,52.11,17.8,Arab,2,8.6,Omnivore,None,4,3,No,Freshness alerts;Dynamic off-peak pricing;Group cart & split pay;AI meal-builder,No,2,3,4,5,Yes,7,Within 1 month,43,Free delivery,Price,3
45-54,Woman,35k+,5,51,4-5,Lunch 11-14;Dinner 18-22;Breakfast 6-10,24.78,3.1,Healthy bowls,3,11.3,Vegetarian,None;Dairy,4,3,No,Group cart & split pay;Reusable-pack rewards;Dynamic off-peak pricing,Yes,5,4,5,4,Yes,8,Immediately,42,Free delivery,Packaging waste,3
25-34,Man,5-10k,4,29,6+,Dinner 18-22;Late night 22-02,55.37,15.5,Indian;Western-comfort;Arab,2,9.1,Omnivore,Dairy;None,3,3,Maybe,Group cart & split pay;Freshness alerts;AI meal-builder;Chef livestreams & AR plating guides;Mood-weather menu,Yes,4,5,5,4,Yes,6,Within 1 month,49,Free delivery,Quality trust,1
25-34,Man,10-20k,3,55,4-5,Snack 14-17,69.17,11.6,Asian-street;Healthy bowls,3,5.4,Omnivore,None,4,2,Maybe,Community impact badges;Freshness alerts,No,3,3,3,4,Yes,5,Immediately,36,Loyalty points,Packaging waste,2
45-54,Prefer not to say,20-35k,5,48,2-3,Lunch 11-14;Dinner 18-22,161.96,0.0,Healthy bowls;Western-comfort,2,14.2,Vegetarian,Soy,3,2,Maybe,Group cart & split pay;Mood-weather menu;Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides,Yes,3,4,4,4,Yes,3,Within 1 month,45,Loyalty points,Price,5
25-34,Non-binary,5-10k,2,56,4-5,Breakfast 6-10,67.89,12.5,Desserts / Bakery;Asian-street,3,1.0,Omnivore,None;Eggs,1,3,No,Dynamic off-peak pricing;Mood-weather menu;Reusable-pack rewards,No,3,4,4,4,Yes,10,Immediately,22,Free delivery,Quality trust,4
